!	0-65	66-108
!	!	!
!	11.68	11.68
!	!	!
!	!	!
?	?	?
!	81	80
!	!	!
!	1	4
!	!	!
!	19901	19901
!	8.1	8.1
!	!	!
!	0.054	0.047
!	0.138	0.107
!	0.001	0.001
!	100.0	100.0
!	1.060	1.060
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	1.060	1.060
!	!	!
!	-57	4500
!	!	!
!	!	!
!	0.010	0.010
!	4.289	4.289
!	!	!
!	!	!
!	!	!
!	0.010	0.010
!	4.289	4.289
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
?	?	?
!	!	!
!	!	!
?	?	?
!	!	!
!	!	!
