!	0-63	64-79	80-96	97-108
!	!	!	!	!
!	24.00	24.00	23.68	24.00
!	!	!	!	!
!	1	1	1	1
?	?	?	?	?
!	63	63	78	98
!	!	!	!	!
!	-30	-30	28	6
!	!	!	!	!
!	109	109	102	109
!	19.0	19.0	19.0	19.0
!	!	!	!	!
!	1.840	1.840	1.840	8.913
!	!	!	!	!
!	19.801	19.801	19.801	19.801
!	16.0	16.0	12.8	10.7
!	4.141	4.141	4.141	4.141
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	8.913	8.913	8.913	8.913
!	2.350	2.350	2.350	2.350
!	28.198	28.198	28.198	28.198
!	0.2	!	!	!
!	13.897	13.897	13.897	13.897
!	!	!	!	!
!	4950	5062	5175	5287
!	!	!	!	!
!	!	!	!	!
!	0.010	0.010	0.010	0.280
!	10.499	10.499	10.499	10.603
!	!	!	!	!
!	-2756	-2756	-2756	-2756
!	!	!	!	!
!	0.010	0.010	0.010	0.010
!	8.479	8.479	8.479	10.701
!	609	600	600	600
!	!	!	!	!
!	!	!	!	!
!	7.0	7.0	7.0	7.0
!	!	!	!	!
!	!	!	!	!
?	?	?	?	?
!	!	!	!	!
!	!	!	!	!
?	?	?	?	?
!	!	!	!	!
!	!	!	!	!
