!	0-107
!	!
!	8.28
!	50.0
!	1
?	?
!	94
!	!
!	!
!	!
!	!
!	!
!	!
!	0.600
!	!
!	!
!	!
!	3.019
!	!
!	!
!	!
!	0.006
!	!
!	0.070
!	100.0
!	!
!	1191
!	!
!	!
!	!
!	0.010
!	5.379
!	!
!	!
!	!
!	0.010
!	0.100
!	!
!	!
!	!
!	30.9
!	!
!	!
?	?
!	!
!	!
?	?
!	!
!	!
