!	0-61	62-73	74-85	86-92	93-108
!	!	!	!	!	!
!	4.80	4.80	3.28	3.60	2.68
!	3.5	3.5	3.5	3.5	3.5
!	1	1	1	1	1
?	?	?	?	?	?
!	67	78	93	93	112
!	!	!	!	!	!
!	1	-23	37	37	37
!	!	!	!	!	!
!	579	579	579	620	620
!	2.5	2.5	2.5	2.5	2.5
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	19.801	19.801	19.801	13.897	19.801
!	1.3	1.3	1.3	1.3	1.3
!	1.220	1.220	1.220	1.220	1.220
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	0.013	0.013	0.013	0.013	0.012
!	!	!	!	!	!
!	0.806	0.806	0.806	0.779	0.806
!	74.8	72.7	64.3	64.3	58.0
!	0.932	0.932	0.932	0.932	0.932
!	!	!	!	!	!
!	4162	4162	4162	3937	4162
!	!	!	!	!	!
!	!	!	!	!	!
!	0.841	0.841	0.841	0.010	0.841
!	0.100	0.100	0.100	5.379	0.100
!	!	!	!	!	!
!	3093	3093	3093	!	3093
!	!	!	!	!	!
!	0.010	0.010	0.010	0.010	0.010
!	5.379	5.379	5.379	0.100	5.379
!	!	!	!	!	!
!	!	!	!	!	!
!	12.5	12.5	12.5	10.9	12.5
!	7.0	7.0	7.0	7.0	7.0
!	!	!	!	!	!
!	!	!	!	!	!
?	?	?	?	?	?
!	!	!	!	!	!
!	!	!	!	!	!
?	?	?	?	?	?
!	!	!	!	!	!
!	!	!	!	!	!
