!	75-82	83-93	94-101	102-108
!	!	!	!	!
!	7.08	7.40	8.88	9.20
!	!	!	!	!
!	1	1	1	1
?	?	?	?	?
!	88	88	109	109
!	!	!	!	!
!	-20	-20	13	13
!	!	!	!	!
!	579	579	579	579
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	0.322	0.322	0.322	0.322
!	28.198	28.198	28.198	28.198
!	0.2	0.2	0.2	0.2
!	0.154	0.154	0.154	0.154
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	7.349	7.349	7.349	7.349
!	90.5	89.5	86.3	84.2
!	1.060	1.060	1.060	1.060
!	!	!	!	!
!	4050	4050	3712	3712
!	!	!	!	!
!	!	!	!	!
!	0.010	0.010	0.010	0.010
!	5.460	5.460	5.460	5.460
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	0.010	0.010	0.010	0.010
!	5.460	5.460	5.460	5.460
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	7.0	7.0	7.0	7.0
!	!	!	!	!
!	!	!	!	!
?	?	?	?	?
!	!	!	!	!
!	!	!	!	!
?	?	?	?	?
!	!	!	!	!
!	!	!	!	!
