!	0-71	72-96	97-108
!	!	!	!
!	5.68	6.00	6.60
!	!	!	!
!	1	1	1
?	?	?	?
!	91	91	119
!	!	!	!
!	-4	-4	-25
!	!	!	!
!	2970	2970	2970
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	8.709	6.361	5.011
!	100.0	100.0	100.0
!	3.521	2.719	2.210
!	!	!	!
!	!	!	!
!	!	!	!
!	!	0.006	!
!	!	!	!
!	2.880	2.440	2.020
!	100.0	100.0	100.0
!	2.320	2.020	1.940
!	!	!	!
!	1575	1575	1575
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	5.130	5.379	5.130
!	!	!	!
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	5.130	0.100	5.130
!	!	!	!
!	!	!	!
!	!	!	!
!	7.0	7.0	7.0
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
