!	0-37	38-43	44-50	51-61	62-73	74-83	84-92	93-99	100-108
!	!	!	!	!	!	!	!	!	!
!	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80
!	!	!	!	!	!	!	!	!	!
!	1	1	1	1	1	1	1	1	1
?	?	?	?	?	?	?	?	?	?
!	67	67	67	67	78	93	93	112	112
!	!	!	!	!	!	!	!	!	!
!	-1	-1	-1	-1	-25	35	35	35	35
!	!	!	!	!	!	!	!	!	!
!	412	412	412	412	412	412	412	412	412
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	0.043	0.033	0.033	0.033	0.023	0.033	0.033	0.033	0.033
!	!	!	!	!	!	!	!	!	!
!	19.801	19.801	19.801	19.801	19.801	19.801	19.801	19.801	19.801
!	18.1	18.1	18.1	18.1	18.1	20.2	18.1	18.1	18.1
!	3.391	3.391	3.391	3.391	3.391	3.391	3.391	3.391	3.391
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	0.006	0.006	0.006	0.006	0.006	0.006	0.006	0.006	0.006
!	!	!	!	!	!	!	!	!	!
!	0.864	0.864	0.864	0.864	0.864	0.864	0.864	0.864	1.110
!	68.5	65.3	61.1	58.0	56.9	52.7	49.6	44.3	41.2
!	4.141	4.141	4.141	4.141	4.141	4.141	4.141	4.141	4.141
!	!	!	!	!	!	!	!	!	!
!	3600	3375	3487	3487	3487	3825	3600	3487	3487
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
!	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
!	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
