!	0-61	62-69	70-77	78-87	88-97	98-102
!	!	!	!	!	!	!
!	7.28	7.28	7.28	7.28	7.28	7.28
!	!	!	!	!	!	!
!	1	1	1	1	1	1
?	?	?	?	?	?	?
!	95	95	95	95	95	95
!	!	!	!	!	!	!
!	10	10	10	10	10	10
!	!	!	!	!	!	!
!	1540	1540	1450	1370	1290	1220
!	4.8	4.8	4.8	4.8	4.8	4.8
!	!	!	!	!	!	!
!	0.026	0.026	0.026	0.026	0.026	0.026
!	!	!	!	!	!	!
!	8.709	8.709	8.709	8.709	8.709	8.709
!	26.5	26.5	26.5	26.5	26.5	26.5
!	3.279	3.279	3.279	3.279	3.279	3.279
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	0.138	0.138	0.138	0.138	0.138	0.138
!	4.141	3.811	3.811	3.811	3.811	3.811
!	84.2	80.0	77.9	74.8	70.6	67.4
!	13.897	13.897	13.897	13.897	13.897	13.897
!	!	!	!	!	!	!
!	2362	2362	2362	2362	2362	2362
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	0.010	0.010	0.010	0.010	0.010	0.010
!	19.604	19.604	19.604	19.604	19.604	19.604
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	0.7	0.7	0.7	0.7	0.7	0.7
!	0.010	0.010	0.010	0.010	0.010	0.010
!	19.604	19.604	19.604	19.604	19.604	19.604
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	7.0	7.0	7.0	7.0	7.0	7.0
!	!	!	!	!	!	!
!	!	!	!	!	!	!
?	?	?	?	?	?	?
!	!	!	!	!	!	!
!	!	!	!	!	!	!
?	?	?	?	?	?	?
!	!	!	!	!	!	!
!	!	!	!	!	!	!
