!	0-47	0-42	43-47	48-49	48-51	50-52	52	53-59	53-56	57-61	60-67	62-66	67-70	68-72	71-72	73-78	73-81	79-90	82-90	91-101	91-96	97-104	102-108	105-108
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	9.60	8.08	7.80	9.60	6.28	9.60	6.28	9.60	6.88	6.88	9.60	5.68	6.00	9.60	5.68	9.60	4.48	9.60	4.48	9.60	4.48	4.48	9.60	4.48
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	55	52	57	57	62	60	62	62	67	71	62	76	81	65	81	71	88	80	88	104	88	109	106	109
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	-50	-1	-1	-53	!	-83	!	-69	-4	-3	-69	5	-1	-69	-1	-71	-20	-68	-20	-99	-20	13	-38	13
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	965	842	842	965	1069	965	842	965	842	1069	965	842	842	965	842	965	842	999	842	999	842	842	999	842
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138
!	6.361	10.685	10.685	6.361	10.685	6.361	10.685	5.608	13.857	13.857	5.608	10.685	10.685	5.014	10.685	4.534	10.685	4.534	13.857	4.139	10.685	10.685	3.525	10.685
!	26.5	3.4	3.4	26.5	3.4	26.5	3.4	26.5	3.4	3.4	26.5	3.4	3.4	26.5	4.4	26.5	3.4	26.5	3.4	26.5	3.4	4.4	26.5	4.4
!	0.090	0.390	0.340	0.090	0.253	0.090	0.253	0.090	0.224	0.170	0.090	0.132	0.132	0.090	0.132	0.090	0.112	0.090	0.112	0.090	0.112	0.076	0.090	0.076
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	3.525	3.525	!	3.525	!	3.525	!	3.525	3.525	!	3.525	3.525	!	3.525	!	3.525	!	3.525	!	3.525	3.525	!	3.525
!	!	65.3	63.2	!	61.1	!	62.2	!	59.0	56.9	!	54.8	52.7	!	50.6	!	48.5	!	46.4	!	41.2	37.0	!	32.8
!	!	1.056	1.056	!	1.056	!	1.056	!	1.056	1.056	!	1.056	1.056	!	1.056	!	1.056	!	1.056	!	1.056	1.056	!	1.056
!	66	!	!	66	!	66	!	66	!	!	66	!	!	66	!	66	!	66	!	66	!	!	66	!
!	2812	3600	3600	2925	3600	2925	3487	2925	3600	3600	3150	3600	3600	3262	3375	3375	3600	3600	3600	3712	3375	3600	3937	3600
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
