!	0-63	0-61	62-69	64-68	69-74	70-77	75-83	78-87	84-90	88-97	91-97	98-108	98-108
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	4.20	8.08	8.08	4.20	4.20	8.08	4.20	8.08	4.20	8.08	4.20	4.20	8.08
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	1	1	1	1	1	1	1	1	1	1	1	1	1
?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	70	71	71	78	82	71	82	71	98	46	98	122	46
!	!	-12	-12	!	!	-12	!	-12	!	-61	!	!	-61
!	-45	10	10	44	-45	10	-45	10	35	10	35	35	10
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	1723	1453	1453	1723	1723	1453	1723	1453	1723	1453	1723	1723	1453
!	!	4.8	4.8	!	!	4.8	!	4.8	!	4.8	!	!	4.8
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.025	0.026	0.026	0.025	0.025	0.026	0.025	0.026	0.025	0.026	0.025	0.025	0.026
!	0.322	0.138	0.138	0.322	0.322	0.138	0.322	0.138	0.322	0.138	0.322	0.322	0.138
!	28.246	8.709	8.709	28.246	28.246	8.709	28.246	8.709	28.246	8.709	28.246	28.246	8.709
!	2.3	26.5	26.5	2.3	2.3	26.5	2.3	26.5	2.3	26.5	2.3	2.3	26.5
!	3.279	3.279	3.279	3.279	3.279	3.279	3.279	3.279	3.279	3.279	3.279	3.279	3.279
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
!	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138
!	3.068	4.139	3.806	3.068	3.068	3.806	3.068	3.806	3.068	3.806	3.068	3.068	3.806
!	86.3	84.2	80.0	83.2	46.4	77.9	80.0	74.8	76.9	70.6	73.7	69.5	67.4
!	13.857	13.857	13.857	13.857	13.857	13.857	13.857	13.857	13.857	13.857	13.857	13.857	13.857
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	2250	2362	2362	2250	2250	2362	2250	2362	2250	2362	2250	2250	2362
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	4.286	19.570	19.570	4.286	4.286	19.570	4.286	19.570	4.286	19.570	4.286	4.286	19.570
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	0.7	0.7	!	!	0.7	!	0.7	!	0.7	!	!	0.7
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	4.286	19.570	19.570	4.286	4.286	19.570	4.286	19.570	4.286	19.570	4.286	4.286	19.570
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	0	0	0	0	0	0	0	0	0	0	0	0	0
!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
