!	0-83	84-127
!	!	!
!	3.40	2.40
!	!	!
!	1	1
?	?	?
!	91	102
!	!	!
!	-26	36
!	!	!
!	!	!
!	!	!
!	!	!
!	0.060	0.060
!	0.020	0.020
!	0.020	0.020
!	!	!
!	0.200	0.200
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	0.280	0.280
!	4.541	4.541
!	9	9
!	!	!
!	!	!
!	!	!
!	5.001	5.001
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
?	?	?
!	!	!
!	!	!
?	?	?
!	908	917
!	-49	-130
