!	0-43	0-37	38-43	44-53	44-50	51-61	54-56	57-62	62-73	63-65	66-69	70-73	74-83	74-83	84-96	84-92	93-99	97-104	100-108	105-108
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	2.40	4.80	4.80	2.40	4.80	4.80	2.40	2.40	4.80	2.40	2.40	2.40	2.40	4.80	2.40	4.80	4.80	2.40	4.80	2.68
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	58	67	67	58	67	67	62	67	75	72	76	80	84	87	84	87	106	104	106	104
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	10	-1	-1	10	-1	-1	13	11	16	18	5	32	38	16	38	16	4	-32	4	-32
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	1106	412	412	1106	412	412	1106	1106	412	1106	1106	1106	1106	412	1106	412	412	1106	412	1106
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.001	0.043	0.033	0.001	0.033	0.033	0.001	0.001	0.023	0.001	0.001	0.001	0.001	0.033	0.001	0.033	0.033	0.001	0.033	0.001
!	0.138	0.001	0.001	0.138	0.001	0.001	0.138	0.138	0.001	0.138	0.138	0.138	0.138	0.001	0.138	0.001	0.001	0.138	0.001	0.138
!	19.790	19.790	19.790	19.790	19.790	19.790	13.857	13.857	19.790	10.685	10.685	10.685	10.685	19.790	10.685	19.790	19.790	10.685	19.790	10.685
!	29.6	18.1	18.1	29.6	18.1	18.1	29.6	29.6	18.1	29.6	29.6	29.6	29.6	20.2	29.6	18.1	18.1	29.6	18.1	29.6
!	1.359	3.806	3.806	1.359	3.806	3.806	1.359	1.359	3.806	1.359	1.359	1.359	1.359	3.806	1.359	3.806	3.806	1.359	3.806	1.359
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.001	0.006	0.006	0.001	0.006	0.006	0.001	0.001	0.006	0.001	0.001	0.001	0.001	0.006	0.001	0.006	0.006	0.001	0.006	0.001
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.754	0.864	0.864	0.754	0.864	0.864	0.754	0.754	0.864	0.754	0.754	0.754	0.754	0.864	0.721	0.864	0.864	0.721	1.106	0.721
!	100.0	68.5	65.3	100.0	61.1	58.0	100.0	89.5	56.9	80.0	75.8	71.6	67.4	52.7	63.2	49.6	44.3	59.0	41.2	54.8
!	7.353	4.139	4.139	7.353	4.139	4.139	7.353	7.353	4.139	7.353	7.353	7.353	7.353	4.139	7.353	4.139	4.139	7.353	4.139	7.353
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	3937	3600	3375	3937	3487	3487	3937	3937	3487	3937	3937	3937	3937	3600	3825	3600	3487	3712	3487	3487
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
