!	0-42	0-42	43-53	43-53	54-62	54-62	63-69	63-70	70-77	71-78	78-88	79-88	89-100	89-93	94-103	101-108	104-108
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	1.20	3.00	1.20	3.00	1.20	3.00	1.20	3.00	1.20	3.00	1.20	2.08	1.20	1.80	1.20	1.20	1.20
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	71	64	71	64	71	64	71	64	71	81	90	81	90	81	106	107	106
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0	50	0	50	0	50	0	50	0	50	0	50	0	50	4	-21	4
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	5489	599	5876	599	5876	599	5876	599	5876	599	5876	599	5876	599	599	5876	814
!	1.2	3.3	1.2	3.3	1.2	3.3	1.2	3.3	1.2	3.3	1.2	3.3	1.2	3.3	3.3	1.2	3.3
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.018	0.001	0.018	0.001	0.018	0.001	0.018	0.001	0.018	0.001	0.018	0.001	0.018	0.001	0.001	0.019	0.001
!	0.001	0.138	0.001	0.138	0.001	0.138	0.001	0.138	0.001	0.138	0.001	0.138	0.001	0.138	0.138	0.001	0.001
!	2.883	28.246	2.883	28.246	2.883	28.246	2.883	28.246	2.883	28.246	2.883	28.246	2.883	28.246	19.790	2.883	13.857
!	16.0	0.2	16.0	0.2	16.0	0.0	16.0	0.2	17.0	0.2	17.0	0.2	18.1	0.2	0.2	19.1	0.2
!	0.189	0.224	0.189	0.224	0.189	0.224	0.189	0.224	0.189	0.224	0.189	0.224	0.189	0.224	0.224	0.189	0.224
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	0.834	!	0.806	!	0.779	!	0.754	!	0.721	!	0.721	!	0.721	0.721	!	0.806
!	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.8
!	!	0.932	!	0.932	!	0.932	!	0.932	!	0.932	!	0.932	!	0.932	0.932	!	0.932
!	444	!	444	!	444	!	444	!	444	!	444	!	444	!	!	444	!
!	562	2475	562	2587	562	2812	562	2925	562	3150	562	3375	562	3487	3712	562	3262
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.025	!	0.025	!	0.025	!	0.025	!	0.025	!	0.025	!	0.025	!	!	0.025	!
!	5.210	4.286	5.210	4.286	5.210	4.286	5.210	4.286	5.210	4.286	5.210	4.286	5.210	4.286	4.286	5.210	4.286
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.1	!	0.1	!	0.1	!	0.1	!	0.1	!	0.1	!	0.1	!	!	0.1	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	5.210	4.286	5.210	4.286	5.210	4.286	5.210	4.286	5.210	4.286	5.210	4.286	5.210	4.286	4.286	5.210	4.286
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
