!	!	!	!	!	!
!	0-61	62-78	79-95	96-111	112-127
2.00	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	6	6	6	6	6
!	!	!	!	!	!
!	0.400	0.400	0.400	0.400	2.000
!	!	!	!	!	!
!	!	!	!	!	!
!	4.999	3.000	2.000	!	0.010
!	!	!	!	!	!
!	!	!	!	!	!
!	4.0	4.0	4.0	4.0	4.0
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	7.0	7.0	7.0	7.0	7.0
