!	!	!
!	!	!
!	8.00	2.00
!	!	!
!	!	!
!	!	!
!	!	!
!	0.500	0.850
!	15.0	!
!	0.010	0.010
!	0.010	0.300
!	0.010	0.010
!	0.010	0.010
!	!	!
!	2.000	22.706
!	!	!
!	!	!
!	0.010	0.010
!	0.010	0.010
!	0.010	0.010
!	2.000	0.010
!	15.0	!
!	2.000	100.021
!	!	!
!	1700	1500
!	!	!
!	!	!
!	!	!
!	0.600	0.600
!	!	!
!	!	!
!	!	!
!	!	!
!	0.600	0.600
!	!	!
14.0	!	!
14.0	!	!
