!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0-45	0-67	46-58	59-70	68-105	71-82	83-91	92-98	99-106	106-127	107-113	114-120	121-127
!	16.40	4.00	14.40	12.80	4.00	10.80	9.20	7.20	5.60	4.00	3.60	2.00	0.00
!	12.0	!	12.0	12.0	!	12.0	12.0	12.0	12.0	!	12.0	12.0	12.0
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	7	-23	7	7	-23	7	7	7	7	-23	7	7	7
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	39.993	!	39.993	39.993	!	39.993	39.993	39.993	39.993	!	39.993	39.993	39.993
!	!	!	!	!	!	!	!	!	!	!	!	!	!
0.010	!	1.000	!	!	1.000	!	!	!	!	1.000	!	!	!
0.010	!	1.000	!	!	1.000	!	!	!	!	1.000	!	!	!
1.000	!	!	!	!	!	!	!	!	!	!	!	!	!
1.650	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
96.0	!	0.0	!	!	0.0	!	!	!	!	0.0	!	!	!
0.500	!	1.000	!	!	1.000	!	!	!	!	1.000	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
0.010	!	1.000	!	!	1.000	!	!	!	!	1.000	!	!	!
0.010	!	1.000	!	!	1.000	!	!	!	!	1.000	!	!	!
0.010	!	1.000	!	!	1.000	!	!	!	!	1.000	!	!	!
1.000	!	!	!	!	!	!	!	!	!	!	!	!	!
80.0	!	0.0	!	!	0.0	!	!	!	!	0.0	!	!	!
0.500	!	1.000	!	!	1.000	!	!	!	!	1.000	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
0.010	!	1.000	!	!	1.000	!	!	!	!	1.000	!	!	!
!	!	0.650	!	!	0.650	!	!	!	!	0.650	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
0.010	!	1.000	!	!	1.000	!	!	!	!	1.000	!	!	!
!	!	0.650	!	!	0.650	!	!	!	!	0.650	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
15.0	22.0	!	22.0	22.0	!	22.0	22.0	22.0	22.0	!	22.0	22.0	22.0
7.0	!	!	!	!	!	!	!	!	!	!	!	!	!
