!	!	!	!	!	!	!
!	0-51	52-66	67-82	83-96	97-111	112-127
!	-3.20	-2.40	-1.60	-0.80	-0.40	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
-21	!	!	!	!	!	!
!	!	!	!	!	!	!
!	0.030	0.060	0.090	0.150	0.200	1.000
!	!	!	!	!	!	!
!	!	!	!	!	!	!
0.010	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
7.0	!	!	!	!	!	!
