!	0-62	!	0-62	!	0-62	!	0-62	!	0-62	!	0-62	!	0-62	!	63-127
!	0-44	0-44	45-57	45-57	58-71	58-71	72-85	72-85	86-98	86-98	99-112	99-112	113-127	113-127	!
6.00	!	!	!	!	!	!	!	!	!	!	!	!	!	!	6.80
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	-2
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	1.100	1.100	1.200	1.200	1.350	1.350	1.500	1.500	0.500
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	3.0
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	29.995
!	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	5.789
!	0.650	!	0.650	!	0.650	!	0.650	!	0.650	!	0.650	!	0.650	!	1.200
!	0.650	!	0.650	!	0.650	!	0.650	!	0.650	!	0.650	!	0.650	!	2.000
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
1.300	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	68
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	68
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.550	!	0.550	!	0.550	!	0.550	!	0.550	!	0.550	!	0.550	!	0.010
0.400	0.550	!	0.550	!	0.550	!	0.550	!	0.550	!	0.550	!	0.550	!	0.300
!	!	-40.0	!	-30.0	!	-20.0	!	-10.0	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	2400	2400	2808	2808	3217	3217	3350	3350	3523	3523	3750	3750	3932	3932	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
5.0	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
