!	!	!	!
!	!	!	!
!	3.20	6.80	6.80
!	!	25.0	-25.0
!	!	!	!
!	!	7	-7
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
4.999	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	1.300	1.300
!	!	!	!
7.0	!	22.0	22.0
3.0	!	!	!
