!	!	!
!	!	!
!	-2.00	2.00
!	15.0	-20.0
!	!	!
!	5	5
!	!	!
!	!	!
!	!	!
!	!	!
!	!	6.000
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	800	800
!	!	!
!	!	!
!	!	!
!	0.500	0.500
!	!	!
!	!	!
!	!	!
!	!	!
!	0.500	0.500
!	!	!
!	5.0	5.0
!	7.0	7.0
