!	!
!	!
!	5.20
!	!
!	!
!	!
!	!
!	!
!	!
!	0.010
!	0.010
!	0.010
!	0.010
!	!
!	0.300
!	!
!	!
!	0.010
!	0.010
!	0.010
!	0.010
!	!
!	0.010
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	3.5
!	!
