!	!	!	0-59	60-77	78-127
!	!	!	!	!	!
!	!	16.00	4.00	6.00	6.00
!	!	!	!	!	!
!	!	!	!	!	!
!	!	-2	!	!	!
!	!	!	!	!	!
!	0.250	2.000	0.010	0.010	0.010
!	!	!	18.0	18.0	18.0
!	!	!	0.500	!	1.500
!	!	!	29.995	24.001	16.000
!	!	!	0.010	0.010	0.010
!	4.999	0.500	25.005	25.005	25.005
!	!	!	96.0	96.0	96.0
!	2.000	1.250	0.500	0.500	0.500
!	!	!	!	!	!
!	!	!	84	84	84
!	!	!	0.010	0.010	0.010
!	!	!	0.010	0.010	0.010
!	!	!	0.010	0.010	0.010
!	3.000	0.500	!	!	!
!	!	-30.5	!	!	!
!	2.000	100.021	!	!	!
!	!	!	!	!	!
!	7200	-1000	3830	4443	5000
!	!	!	!	!	!
!	!	!	!	!	!
!	100.021	100.021	100.021	100.021	100.021
!	0.670	0.670	0.500	0.500	0.500
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	0.400	0.400	0.400	0.400	0.400
!	0.610	0.610	0.400	0.400	0.400
!	10	10	!	!	!
7.0	!	!	!	!	!
3.0	!	!	!	!	!
