!	!	0-12	!	47	52	53	54	55	56-57	58	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	74	74	75	75	76	77	78	78	79	79	80	81	82	83	83	84
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	-2.84	4.00	4.00	4.80	!	3.00	6.00	4.80	1.60	!	!	4.00	10.00	4.00	!	4.00	!	2.40	4.00	!	!	8.00	8.00	!	6.00	14.00	14.00	4.00	4.00	!	4.00	!	8.00	8.00	2.00
!	!	!	!	!	!	!	!	!	!	30.0	-30.0	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	-12.0	12.0	50.0	-50.0	!	!	50.0	-50.0	30.0	-30.0	!	!	!	-50.0	50.0	!
!	!	!	!	6	3	3	2	1	!	2	-2	!	!	-1	-1	-1	-2	-2	-3	-3	-5	-9	-5	-5	-8	-6	8	-10	-8	-1	-1	-8	-3	-4	-6	-6	-11	-10	-21	-11	-10	-12	-12
!	!	!	!	50	50	50	!	!	50	50	50	25	!	-50	12	!	!	-50	!	-50	-25	!	!	-50	!	-50	40	40	40	-50	!	!	!	!	!	!	!	50	!	!	-50	-50	!
!	!	!	!	!	!	!	!	!	!	-40	-40	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.010	0.010	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	18.0	18.0	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.010	0.010	0.010	!	!	!	0.010	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.010	0.010	0.010	!	!	!	4.999	!	!	4.999	4.999	!	0.500	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.010	0.010	0.010	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	96.0	96.0	96.0	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.650	!	!	3.500	!	!	!	!	!	!	!	!	!	3.000	!	!	3.000	3.000	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.010	0.010	0.010	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.010	0.010	0.010	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.010	0.010	0.010	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.500	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	100.0	100.0	100.0	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	100.021	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.500	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	1300	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	7200	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	5464	7200	!	!	!	!	7200	7200	7200	7200	250	!	!	7200	7200	7200
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.600	0.600	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	3.5	3.5	!	!	7.0	3.5	!	!	!	3.5	7.0	!	!	!	!	3.5	7.0	7.0	7.0	7.0	!	3.5	!	!	!	!	!	!	!	!	!	!	!	!	7.0	!	!	!	!	3.5
3.0	!	0.0	!	3.5	3.5	7.0	!	3.5	3.5	20.0	20.0	!	3.5	3.5	7.0	!	!	!	7.0	7.0	7.0	!	3.5	!	7.0	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	3.5
