!	!	!	!	!
!	0-59	60-74	75-89	90-127
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	0.200	0.350	0.500	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	0.600	0.600	0.600	0.600
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	0.010	0.010	0.010	0.010
!	0.010	0.010	0.010	0.010
!	0.010	0.010	0.010	0.010
!	0.250	0.250	0.250	0.250
!	-30.0	-30.0	-30.0	-30.0
!	!	!	!	!
!	!	!	!	!
!	3500	3600	3700	4000
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
5.0	!	!	!	!
5.0	!	!	!	!
