!	!	!
!	!	!
!	!	16.00
!	!	!
!	!	!
!	!	-2
!	!	!
!	0.250	2.000
!	!	!
!	!	!
!	!	!
!	!	!
!	9.998	2.000
!	!	!
!	2.000	1.250
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	6.000	!
!	!	-30.5
!	2.000	100.021
!	!	!
!	7200	-1000
!	!	!
!	!	!
!	100.021	100.021
!	0.670	0.670
!	!	!
!	!	!
!	!	!
!	0.400	0.400
!	0.610	0.610
!	10	10
7.0	!	!
3.0	!	!
