!	0-89	0-108	90-101
!	!	!	!
!	!	!	!
!	30.0	-30.0	-30.0
!	27	!	7
!	87	!	!
!	!	!	!
!	0.200	0.390	0.390
11.0	!	!	!
0.010	!	!	!
0.010	2.000	3.000	2.200
0.010	!	!	!
0.010	!	!	!
!	!	!	!
0.010	21.996	29.995	25.005
!	!	!	!
!	!	!	!
0.010	!	!	!
0.010	!	17.743	17.743
0.010	!	!	!
0.010	9.998	!	!
!	13.0	!	!
0.010	100.021	100.021	100.021
!	-2400	!	!
!	3150	2094	1800
!	!	!	!
!	!	!	!
!	0.300	!	!
!	0.100	0.200	0.200
!	!	!	!
!	200	!	!
!	!	!	!
!	!	!	!
!	0.600	0.600	0.600
!	!	!	!
14.0	!	!	!
14.0	!	!	!
