!	!	!	!
!	!	!	!
!	12.80	8.80	4.80
!	50.0	-50.0	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.020	0.020	0.020
!	!	!	!
!	2.400	1.200	0.010
!	0.010	0.010	0.010
!	0.010	0.010	0.010
!	4.000	4.000	4.000
!	96.0	96.0	96.0
!	1.000	1.000	1.000
!	!	!	!
!	!	!	!
!	2.400	1.200	0.010
!	3.000	3.000	3.000
!	0.010	0.010	0.010
!	!	!	!
!	100.0	100.0	100.0
!	!	!	!
!	!	!	!
!	2000	2000	2000
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
7.0	!	!	!
!	!	!	!
