!	!	!	!	!	!
!	0-74	75-89	90-103	104-116	117-127
2.80	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	0.750	0.500	0.280	0.160
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
0.750	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
500	!	!	!	!	1000
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
0.610	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
0.610	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
7.0	!	!	!	!	!
