!	0-81	0-81	0-81	0-81	82-127	82-127	82-127	82-127
!	0-67	68-88	89-108	109-127	0-67	68-88	89-108	109-127
-0.40	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!
!	1.000	!	1.000	1.000	1.000	0.700	!	1.000
!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!
0.010	6.000	4.000	2.000	1.000	0.500	0.300	0.100	0.090
!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!
0.010	17.030	!	!	!	17.030	!	!	!
!	!	!	!	!	!	!	!	!
!	0.700	0.700	0.700	0.700	0.700	0.700	0.700	0.700
-20.0	!	!	!	!	-50.0	-50.0	-40.0	!
!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!
!	-2000	-1000	-600	4400	-1000	-500	!	4400
!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!
0.010	!	!	!	!	!	!	!	!
0.600	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!
0.600	!	!	!	!	!	!	!	!
0.500	!	!	!	!	!	!	!	!
14	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!
7.0	!	!	!	!	!	!	!	!
