!	!
!	!
1.20	!
!	!
!	!
!	!
!	!
0.800	!
!	!
!	!
!	!
!	!
!	!
!	!
1.200	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
0.010	!
0.600	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
7.0	!
