!	!	!	!	!	!	!	!	!	!	!
!	0-63	0-51	52-65	64-95	66-78	79-89	90-100	96-127	101-113	114-127
-0.40	!	!	!	!	!	!	!	!	!	!
-15.0	!	15.0	15.0	!	15.0	15.0	15.0	!	15.0	15.0
!	!	!	!	!	!	!	!	!	!	!
!	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	0.180	0.200	0.180	0.120	0.160	0.120	0.080	0.090	0.040	0.010
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
1.500	1.000	1.000	0.980	0.900	0.960	0.940	0.920	0.800	0.900	0.880
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
0.600	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
0.600	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
14.0	!	!	!	!	!	!	!	!	!	!
