!	!
!	!
!	-2.00
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	0.400
!	!
!	!
!	!
!	17
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	0.600
!	!
!	!
!	!
!	!
!	0.600
!	!
!	!
!	7.0
