!	!	!
!	!	!
!	5.20	-2.80
!	!	!
!	!	!
!	!	!
!	!	!
!	0.550	!
!	!	!
!	!	!
!	0.010	!
!	0.010	!
!	0.720	!
!	8.0	!
!	0.300	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	0.600	!
!	!	!
!	!	!
!	!	!
!	!	!
!	0.600	!
!	!	!
3.0	!	!
5.0	!	!
