!	!
!	!
!	4.00
!	!
!	13
!	!
!	!
!	!
!	!
!	0.010
!	0.500
!	0.010
!	0.300
!	96.0
!	0.300
!	!
!	!
!	0.010
!	0.010
!	0.010
!	0.200
!	100.0
!	0.200
!	596
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	!
!	3.5
!	!
