!	0-61	62-73	74-127
!	!	!	!
!	10.40	10.40	10.40
!	50.0	50.0	50.0
!	1	1	1
?	?	?	?
!	67	75	87
!	!	!	!
!	!	!	!
!	!	!	!
!	579	579	579
!	!	!	!
!	0.009	0.009	0.009
!	0.164	0.164	0.164
!	0.200	0.200	0.200
!	39.993	39.993	39.993
!	5.0	5.0	5.0
!	1.900	1.900	1.900
!	!	!	!
!	!	!	!
!	!	!	!
!	16.000	16.000	16.000
!	!	!	!
!	20.797	20.797	20.797
!	!	!	!
!	13.102	13.102	13.102
!	!	!	!
!	6830	6830	6830
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	0.100	0.100	0.100
!	!	!	!
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	0.100	0.100	0.100
!	!	!	!
!	!	!	!
!	!	!	!
!	25.0	25.0	25.0
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
