!	0-35	36-42	43-47	48-54	55-59	60-66	67-71	72-78	79-83	84-90	91-127
!	!	!	!	!	!	!	!	!	!	!	!
!	25.96	23.36	20.80	18.20	15.60	13.00	10.40	7.80	5.20	2.60	2.60
!	!	!	!	!	!	!	!	!	!	!	!
!	1	1	1	1	1	1	1	1	1	1	1
?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!
!	842	842	842	842	842	842	842	842	842	842	842
!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!
!	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138
!	8.709	8.709	8.709	8.709	8.709	8.709	8.709	8.709	8.709	8.709	8.709
!	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3
!	0.485	0.485	0.485	0.485	0.485	0.485	0.485	0.485	0.485	0.485	0.485
!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!
!	0.230	0.230	0.230	0.230	0.230	0.230	0.230	0.230	0.230	0.230	0.230
!	10.697	10.697	10.697	10.697	10.697	10.697	10.697	10.697	10.697	10.697	8.709
!	75.8	75.8	75.8	75.8	75.8	75.8	75.8	75.8	75.8	75.8	75.8
!	1.060	1.060	1.060	1.060	1.060	1.060	1.060	1.060	1.060	1.060	1.060
!	!	!	!	!	!	!	!	!	!	!	!
!	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3487
!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!
!	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016
!	5.210	5.210	5.210	5.210	5.210	5.210	5.210	5.210	5.210	5.210	5.210
!	9	9	9	9	9	9	9	9	9	9	9
!	!	!	!	!	!	!	!	!	!	!	!
!	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
!	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
!	5.210	5.210	5.210	5.210	5.210	5.210	5.210	5.210	5.210	5.210	5.210
!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!
!	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!
