!	0-59	60-83	84-127
!	!	!	!
!	1.20	1.20	1.20
!	!	!	!
!	1	1	1
?	?	?	?
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	134	133	133
!	2.5	2.5	2.5
!	!	!	!
!	!	!	!
!	0.012	0.012	0.012
!	6.532	6.532	6.532
!	30.0	30.0	30.0
!	0.216	0.216	0.216
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.025	0.006	!
!	0.194	0.194	0.194
!	100.0	100.0	100.0
!	0.786	0.786	0.786
!	!	!	!
!	5962	5962	5962
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	5.379	5.379	5.379
!	!	!	!
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	5.379	5.379	5.379
!	!	!	!
!	!	!	!
!	!	!	!
!	15.0	15.0	15.0
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
