!	0-35	36-47	48-59
!	!	!	!
!	9.88	2.60	9.88
!	-12.0	!	-12.0
!	1	1	1
?	?	?	?
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.241	0.241	0.241
!	6.049	6.049	6.049
!	100.0	100.0	100.0
!	2.240	2.240	2.240
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.538	0.538	0.538
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	4.249	4.249	4.249
!	!	!	!
!	!	!	!
!	!	!	!
!	5.0	10.0	5.0
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
