!	76-78	79-82	83-87
!	!	!	!
!	15.60	20.80	20.80
!	!	!	!
!	1	1	1
?	?	?	?
!	65	65	65
!	!	!	!
!	-12	-12	-12
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.001	0.001	0.001
!	4.000	4.000	4.000
!	100.0	100.0	100.0
!	4.000	4.000	4.000
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	10.0	10.0	10.0
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
