!	0-39	40-76	77-127
!	!	!	!
!	!	!	!
!	!	!	!
!	1	1	1
?	?	?	?
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	1170	1170	1170
!	!	!	!
!	!	!	!
!	0.006	!	!
!	0.167	0.167	0.167
!	19.801	14.001	14.001
!	91.0	91.0	91.0
!	0.400	0.400	0.400
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	2.060	2.060	2.060
!	85.1	85.1	85.1
!	1.100	1.100	1.100
!	!	!	!
!	3600	3600	3600
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	21.0	21.0	21.0
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
