!	30	35-36	37	38	39	40	41	42	43	44	45	47	48	50	54	65	66	81	82	85
!	!	!	!	!	!	!	!	0-75	!	!	!	!	!	!	!	!	!	64-127	!	!
!	12.00	5.20	13.20	7.80	3.64	7.80	!	8.00	!	8.80	!	!	!	!	6.00	5.20	6.24	5.20	0.60	!
!	!	!	50.0	!	50.0	!	-38.0	!	-28.0	!	-13.0	13.0	28.0	38.0	19.0	50.0	50.0	-35.8	50.0	-37.0
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	1	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	37	!	!	!	!	!	!	!	!	!	!	!	54	65	66	93	82	85
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	21
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	19901	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	19.0	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.001	!	!	!	!	!
!	!	!	1.000	!	!	!	!	!	!	!	!	!	!	!	17.959	!	!	0.012	!	!
!	!	7.210	!	!	!	!	!	!	!	!	!	!	!	!	39.993	9.998	9.998	2.890	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	100.0	!	!
!	!	7.692	21.996	101.593	2.000	101.593	17.499	6.000	17.499	8.000	17.499	17.499	17.499	17.499	6.000	9.998	9.998	3.060	1.040	9.998
!	!	!	!	!	!	!	!	!	!	-400	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.100	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	9.503	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	39.993	39.993	1.040	1.040	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
!	!	!	!	5.001	!	5.001	!	!	!	!	!	!	!	!	!	!	!	5.130	5.130	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
!	!	!	!	5.001	!	5.001	!	!	!	!	!	!	!	!	!	!	!	5.130	5.130	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	1	!	!	!	!	!	!	!	5	!	!
!	!	10.0	20.0	!	!	!	3.0	!	3.0	!	3.0	3.0	3.0	3.0	!	!	!	!	!	!
!	!	9.0	30.0	20.0	10.0	20.0	17.0	!	17.0	!	17.0	17.0	17.0	17.0	!	10.0	10.0	7.0	10.0	5.0
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
