!	0-58	59-71	72-127
!	!	!	!
!	3.76	1.96	0.76
!	!	!	!
!	3	1	3
?	?	?	?
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	4981	4981	4981
!	8.8	8.8	8.8
!	!	!	!
!	0.007	0.007	0.007
!	!	!	!
!	39.993	39.993	39.993
!	68.8	68.8	68.8
!	0.298	0.298	0.298
!	!	!	!
!	!	!	!
!	!	!	!
!	0.006	0.006	0.006
!	!	!	!
!	10.998	10.998	10.998
!	!	!	!
!	0.343	0.343	0.343
!	-1	-1	-1
!	1966	1966	1966
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	4.789	4.789	4.789
!	9	9	9
!	230	230	230
!	!	!	!
!	0.010	0.010	0.010
!	0.100	0.100	0.100
!	!	!	!
!	!	!	!
!	27.0	27.0	27.0
!	14.9	14.9	14.9
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
