!	0-78	79-101	102-127
!	!	!	!
!	1.48	1.20	1.48
!	!	!	!
!	1	1	1
?	?	?	?
!	88	88	!
!	!	!	!
!	36	36	!
!	!	!	!
!	842	842	842
!	!	!	!
!	!	!	!
!	0.008	0.008	0.011
!	!	!	!
!	1.730	1.730	1.730
!	2.3	2.3	2.3
!	0.322	0.322	0.322
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.808	0.779	0.754
!	28.6	25.4	5.5
!	1.060	1.060	1.060
!	!	!	!
!	3487	3600	3487
!	!	!	!
!	!	!	!
!	0.455	0.455	0.455
!	5.100	5.100	5.100
!	!	!	!
!	!	!	!
!	0.5	0.5	0.5
!	0.010	0.010	0.010
!	4.289	4.289	4.289
!	!	!	!
!	!	!	!
!	!	!	!
!	10.0	7.0	7.0
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
