!	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	6.00	4.00	6.00	6.80	!	8.00	!	16.00	5.20	2.60	13.20	2.60	!	!	5.20	8.80	5.20	12.76	5.20	5.72	5.20	5.20	3.00	5.20	5.16	!	4.40	!	!	!	3.00	!	5.16	0.80	4.00	6.00	6.00	0.60	4.00	4.00	!	!	!	6.00	2.00	2.00	4.08	7.20	2.00	6.00	6.00	2.00	2.00	4.92	5.20	0.60	2.00	7.08	!	!	!
!	!	!	50.0	!	!	!	-50.0	!	!	!	!	-50.0	!	!	-50.0	-45.0	!	-30.0	-6.6	-15.0	21.6	15.0	30.0	-25.9	45.0	-30.9	-14.5	-19.5	19.0	!	15.0	18.1	-23.8	-20.2	23.0	21.6	!	!	-25.5	21.7	28.8	-19.5	-20.2	-25.0	!	21.7	21.7	17.4	!	28.8	-10.0	-10.0	-25.0	-27.0	-50.0	-35.8	-50.0	35.8	28.8	-37.0	-25.2	-24.5
!	!	!	!	!	!	!	!	!	1	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	1	!	!	1	1	!	!	!	!	!	!	!	!	!	!	!	!	1	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	28	!	!	!	32	33	40	!	!	37	29	!	!	65	!	60	!	55	46	50	45	49	40	51	!	!	54	!	!	57	58	55	!	61	!	!	76	70	66	64	71	!	!	!	!	73	74	!	76	77	90	91	86	93	82	!	!	85	86	87
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	-25	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	-24	-1	!	-45	-45	!	!	!	!	!	!	!	!	!	!	!	45	!	!	!	!	21	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	50	!	50	!	50	!	50	50	!	50	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	7502	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	1840	!	!	!	!	!	!	!	!	!	!	5001	!	!	!	!	!	19901	!	!	7459	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	19.0	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.001	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	0.055	!	!	1.000	!	!	!	0.166	!	0.166	!	0.166	!	0.166	0.166	!	0.166	!	!	!	17.959	!	!	!	!	!	!	!	17.959	17.959	!	0.020	!	0.020	0.020	!	!	!	!	!	!	0.020	17.959	17.959	8.192	0.506	!	0.012	!	!	8.192	!	!	!
!	!	!	4.000	!	!	!	4.000	!	6.669	!	!	!	39.993	!	39.993	0.985	!	0.985	!	0.985	!	0.985	0.985	!	0.985	!	!	!	39.993	9.929	!	!	!	!	!	!	!	!	1.670	!	!	1.850	1.850	!	!	!	!	!	!	!	39.993	39.993	5.942	32.805	0.400	2.890	!	!	5.942	!	7.189	21.996
!	!	!	!	!	!	!	!	!	100.0	!	!	!	100.0	!	100.0	100.0	!	100.0	!	100.0	!	100.0	100.0	!	100.0	!	!	!	!	!	!	!	!	!	!	!	!	!	100.0	!	!	96.0	96.0	!	!	!	!	!	!	!	!	!	!	!	96.0	100.0	!	!	!	!	96.0	96.0
!	29.995	!	2.000	3.000	3.000	29.995	2.000	2.740	7.460	2.000	2.000	21.996	39.993	7.001	39.993	1.040	6.000	1.040	8.000	1.040	10.297	1.040	1.040	101.593	1.040	101.593	29.995	101.593	6.000	9.929	6.000	101.593	12.302	101.593	6.849	6.849	9.998	6.000	1.730	3.850	4.999	1.400	1.400	6.000	!	29.995	29.995	1.710	4.999	3.850	3.000	3.000	5.942	32.805	0.400	3.060	1.040	29.995	5.942	9.998	7.189	20.499
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	-400	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
