!	0-37	0-37	38-53	38-61	54-63	62-73	64-69	70-77	74-82	78-85	83-92	86-95	93-98	96-108	99-108
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	4.20	4.48	4.20	4.48	4.20	4.48	4.20	4.20	4.00	4.00	3.80	3.80	3.80	9.20	3.60
!	7.0	-7.0	7.0	-7.0	7.0	-7.0	7.0	7.0	-7.0	7.0	-7.0	7.0	-7.0	7.0	-7.0
!	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	72	67	72	67	72	75	76	80	87	80	87	80	106	104	106
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	4	-1	4	-1	4	16	21	4	16	4	16	4	4	-46	4
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	579	412	579	412	579	412	579	579	412	579	412	579	412	223	412
!	11.7	!	11.7	!	11.7	!	11.7	11.7	!	11.7	!	11.7	!	11.7	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.030	0.018	0.030	0.018	0.030	0.018	0.030	0.030	0.018	0.030	0.018	0.030	0.018	0.030	0.018
!	5.563	0.322	5.563	0.322	5.563	0.322	5.563	5.563	0.322	5.563	0.322	0.138	0.322	0.138	0.322
!	13.857	19.790	13.857	19.790	13.857	19.790	13.857	13.857	19.790	13.857	19.790	13.857	19.790	13.857	19.790
!	10.7	1.3	10.7	1.3	10.7	1.3	10.7	10.7	0.2	10.7	1.3	10.7	1.3	10.7	1.3
!	1.441	1.558	1.441	1.558	1.441	1.558	1.441	1.441	1.558	1.441	1.558	1.441	1.558	1.441	1.558
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.008	0.001	0.008	0.001	0.008	0.001	0.008	0.008	0.001	0.008	0.001	0.008	0.001	0.008	0.001
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	2.022	2.113	2.022	2.113	2.022	2.113	1.941	1.941	2.113	1.941	2.113	1.941	2.113	1.941	2.113
!	100.0	47.5	88.4	39.1	80.0	32.8	70.6	66.4	25.4	60.1	19.1	54.8	13.9	8.6	7.6
!	13.857	28.246	13.857	28.246	13.857	28.246	13.857	13.857	28.246	13.857	28.246	13.857	28.246	13.857	28.246
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	4612	3487	4500	3487	4612	3487	4612	4612	3487	4612	3487	4612	3487	4612	3487
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	0.654	!	0.654	!	0.654	!	!	0.654	!	0.654	!	0.654	!	0.654
!	5.379	0.084	5.379	0.084	0.001	0.084	5.379	5.379	0.084	5.379	0.084	5.379	0.084	5.379	0.084
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	225	!	225	!	225	!	!	225	!	225	!	225	!	225
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
