!	0-57	0-57	58-61	58-63	62-64	64-69	65-68	69-73	70-74	74-84	75-83	84-95	85-96	96-108	97-108
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	4.80	9.60	4.80	9.28	4.80	9.28	4.80	4.80	9.28	4.80	9.60	9.88	4.80	10.20	4.80
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	69	76	69	76	73	76	77	80	80	83	80	80	83	104	104
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	21	21	21	21	21	21	21	21	4	-46	4	4	-46	-46	-46
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	814	426	814	441	814	441	814	814	441	814	441	441	814	359	814
!	!	5.4	!	5.4	!	5.4	!	!	5.4	!	5.4	5.4	!	5.4	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.001	0.026	0.001	0.026	0.001	0.026	0.001	0.001	0.026	0.001	0.026	0.026	0.001	0.026	0.001
!	0.782	0.001	0.782	0.001	0.782	0.001	0.782	0.782	0.001	0.782	0.001	0.001	0.782	0.001	0.782
!	28.246	28.246	28.246	28.246	28.246	28.246	28.246	28.246	28.246	28.246	28.246	28.246	28.246	28.246	28.246
!	1.3	16.0	1.3	16.0	1.3	16.0	1.3	1.3	16.0	1.3	17.0	16.0	1.3	18.1	1.3
!	0.834	0.834	0.834	0.834	0.834	0.834	0.834	0.834	0.834	0.834	0.834	0.834	0.834	0.834	0.834
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.008	0.001	0.001	0.001	0.001	0.001	0.001	0.001
!	0.138	!	0.138	!	0.138	!	0.138	0.138	!	0.138	!	!	0.138	!	0.138
!	8.709	28.246	8.709	28.246	8.709	32.767	8.709	8.709	32.767	8.709	32.767	32.767	8.709	32.767	8.709
!	35.9	0.0	35.9	0.0	35.9	0.0	35.9	35.9	0.0	35.9	0.0	0.0	35.9	0.0	35.9
!	1.056	1.056	1.056	1.056	1.056	1.056	1.056	1.056	1.056	1.056	1.056	1.056	1.056	1.056	1.056
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	3487	3150	3487	3150	3487	3150	3487	3487	3150	3487	3150	3150	3375	3150	3487
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127	5.127
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
