!	0-63	0-63	64-72	64-68	69-75	73-83	76-83	84-94	84-91	92-96	95-101	97-103	102-108	104-108
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	3.60	1.20	3.60	1.20	1.20	3.60	1.20	3.60	1.20	1.20	3.28	1.20	9.28	1.20
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	1	1	1	1	1	1	1	1	1	1	1	1	1	1
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	71	70	71	78	82	71	82	71	98	98	90	122	107	122
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	-45	!	44	-45	!	-45	!	35	35	!	35	-21	35
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	1844	3646	1844	3904	4629	1844	5127	1844	5305	4955	1844	6079	1268	6734
!	10.9	!	10.9	!	!	10.9	!	10.9	!	!	10.8	!	10.6	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	0.006	!	0.006	0.006	!	0.006	!	0.006	0.006	!	0.006	!	0.006
!	!	0.322	!	0.322	0.322	!	0.322	!	0.322	0.322	!	0.322	!	!
!	10.685	28.246	10.685	28.246	28.246	10.685	28.246	10.685	28.246	28.246	10.685	28.246	10.685	13.857
!	!	2.3	!	2.3	2.3	!	2.3	!	2.3	2.3	7.6	2.3	7.6	1.3
!	0.290	0.290	0.290	0.305	0.290	0.290	0.290	0.290	0.290	0.290	0.290	0.290	0.290	0.290
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.009	!	0.009	!	!	0.009	!	0.009	!	!	0.009	!	0.009	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	2.319	0.043	2.211	0.043	0.043	2.113	0.043	2.022	0.040	0.040	2.022	0.038	1.864	0.038
!	88.4	100.0	100.0	100.0	100.0	92.6	100.0	87.4	100.0	100.0	70.6	100.0	73.7	100.0
!	0.485	0.047	0.485	0.050	0.047	0.485	0.047	0.485	0.047	0.040	0.485	0.038	0.485	0.038
!	!	-130	!	-130	-121	!	-121	!	-112	-112	!	-102	!	-93
!	1800	562	1800	562	562	1912	562	2025	562	562	2025	562	2137	562
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.025	!	0.025	!	!	0.025	!	0.025	!	!	0.025	!	0.025	!
!	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.127	5.127	5.379	5.127	5.379	5.127
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	1.3	!	1.3	!	!	1.3	!	1.3	!	!	1.3	!	1.3	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.127	5.127	5.379	5.127	5.379	5.127
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
