!	0-63	64-70	71-76	77-82	83	84-90	91-127
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	1	1	1	1	1	1	1
?	?	?	?	?	?	?	?
!	60	67	74	79	79	79	91
-12	!	!	!	!	!	!	!
!	-7	-8	-6	-14	-14	-14	-15
!	!	!	!	!	!	!	!
!	33489	33489	33489	33489	33489	33489	33489
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	0.001	0.001	0.001	0.001	0.001	0.001	0.001
!	0.516	0.516	0.516	0.516	0.516	0.516	0.516
!	23.507	18.528	14.689	10.441	10.441	8.825	6.669
!	100.0	100.0	100.0	100.0	100.0	100.0	100.0
!	1.559	1.559	1.559	1.559	1.559	1.559	1.559
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	0.001	0.001	0.001	0.001	0.001	0.001	0.001
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	0.0	0.0	0.0	0.0	0.0	0.0	0.0
!	1.044	1.044	1.044	1.044	1.044	1.044	1.044
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	4.286	4.286	4.286	4.286	4.286	4.286	4.286
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	4.286	4.286	4.286	4.286	4.286	4.286	4.286
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?
!	0	0	0	0	0	0	0
!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
