!	!	!	!	!
!	!	81-96	97-112	113-127
!	!	6.40	3.20	!
!	!	!	!	!
!	1	!	!	!
?	?	?	?	?
!	!	!	!	!
!	!	!	!	!
!	10	10	10	10
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	0.008	!	!	!
!	!	!	!	!
!	!	1.500	1.500	1.500
!	0.0	96.0	96.0	96.0
0.300	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	48.279	!	!	!
!	!	!	!	!
!	1500	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
?	?	?	?	?
!	!	!	!	!
!	!	!	!	!
?	?	?	?	?
!	!	!	!	!
!	!	!	!	!
