!	0-31	32-37	38-74
!	!	!	!
!	!	!	!
!	!	!	!
!	1	1	1
?	?	?	?
!	39	45	51
!	!	!	!
18	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
0.220	!	!	!
3.000	!	!	!
100.0	!	!	!
0.200	!	!	!
84	!	!	!
84	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
3.000	!	!	!
100.0	!	!	!
0.300	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
5.391	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
5.391	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
?	?	?	?
!	!	0	0
!	!	0	0
