!	0-34	35-40	41-44	45-83
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
1	!	!	!	!
?	?	?	?	?
!	30	38	42	46
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	7816	7816	7816	7816
!	!	!	!	!
!	!	!	!	!
0.073	!	!	!	!
!	0.002	0.002	0.002	0.002
!	95.725	95.725	95.725	95.725
!	6.4	6.4	6.4	6.4
0.270	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	15.607	15.607	15.607	15.607
!	!	!	!	!
!	23.398	23.398	23.398	23.398
!	100.0	100.0	100.0	100.0
0.538	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
5.999	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
4.140	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
?	?	?	?	?
!	!	!	!	!
!	!	!	!	!
?	?	?	?	?
!	!	!	!	!
!	!	!	!	!
