!	0-35	36-37	38-39	40-41	42-43	44	45	46	47-50	51	52	53-54	55	56	57-58	59-61	62	63-65	66	67-71	72	73-76	77-80	81	82-83	84	85	86	87-89	90-91	92-96	97	98	99-108
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20	7.20
!	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1
!	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	63	63	63	68	68	68	68	68	73	73	73	74	74	74	74	80	80	80	80	83	83	87	87	98	98	98	98	98	98	104	104	104	104	104
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	-15	-15	-15	38	38	38	38	38	-28	-28	-28	7	7	7	7	41	41	41	41	-48	-48	35	35	35	35	35	35	35	35	35	35	35	35	35
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	1270	1270	1270	1230	1230	1230	1230	1230	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002
!	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.916	0.916	0.916	0.916	0.916	0.916	0.516	0.516	0.120	0.120	0.120
!	29.995	26.508	26.508	20.797	20.797	20.797	20.797	20.797	23.507	23.507	23.507	23.507	23.507	20.797	20.797	23.507	23.507	23.507	23.507	19.698	19.698	17.499	17.499	14.697	14.697	14.697	14.697	14.697	14.697	11.100	11.100	5.339	5.339	5.339
!	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
!	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930	0.930
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.072	0.072	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063
!	22.098	22.098	22.098	25.005	25.005	25.005	25.005	25.005	18.496	18.496	18.496	17.499	17.499	17.499	17.499	17.499	17.499	17.499	17.499	16.497	16.497	14.697	14.697	11.100	11.100	11.100	11.100	11.100	11.100	9.329	9.329	5.969	5.969	5.969
!	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
!	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051	5.051
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587	2587
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
!	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
!	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130	5.130
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0
