!	0-78	79-101	102-108
!	!	!	!
!	0.68	0.40	0.68
!	!	!	!
!	1	1	1
?	?	?	?
!	88	88	!
!	!	!	!
!	39	40	!
!	!	!	!
!	842	842	842
!	!	!	!
!	!	!	!
!	0.008	0.008	0.011
!	!	!	!
!	1.730	1.730	1.730
!	3.5	3.5	3.5
!	0.322	0.322	0.322
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.610	0.580	0.553
!	29.6	27.5	5.5
!	1.060	1.060	1.060
!	!	!	!
!	3937	3937	3487
!	!	!	!
!	!	!	!
!	0.015	0.015	0.015
!	4.289	4.289	4.289
!	!	!	!
!	!	!	!
!	0.3	0.3	0.3
!	0.010	0.010	0.010
!	4.289	4.289	4.289
!	!	!	!
!	!	!	!
!	!	!	!
!	7.0	7.0	7.0
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
