!	0-48	49	50-52	53	54-58	59-60	61-65	66-68	69-71	72-73	74-85	86-99	100-108
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	1.48	1.20	1.20	1.48	1.48	1.80	1.20	1.20	1.20	1.20	1.20	1.28	0.60
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	3	3	1	1	1	1	1	1	1	1	1	1	1
?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	61	61	65	65	70	70	!	!	83	83	88	88	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	34	34	39	39	-27	-27	!	!	-22	-22	-21	-21	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	579	579	579	579	579	579	579	579	579	579	579	546	505
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	19.801	19.801	13.897	10.697	10.697	8.709	8.709	8.709	7.349	7.349	6.361	5.011	4.141
!	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
!	0.216	0.322	0.322	0.322	0.322	0.322	0.322	0.322	0.322	0.322	0.322	0.322	0.322
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	0.006	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	3.521	3.279	3.070	3.070	3.070	3.070	3.070	2.880	2.880	2.880	2.880	2.570	2.440
!	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	89.5	83.2	79.0	72.6	55.9
!	1.060	1.060	1.060	1.060	1.060	1.060	1.060	1.060	1.060	1.060	1.060	1.060	1.060
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	3712	3600	3712	3487	3712	3712	3712	3712	3712	3600	3712	3486	3037
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
!	5.460	5.460	5.460	5.460	5.460	5.460	5.460	5.460	5.460	5.460	5.460	5.460	5.460
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
!	5.460	5.460	5.460	5.460	5.460	5.460	5.460	5.460	5.460	5.460	5.460	5.460	5.460
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!
