!	0-23	24-80	81-87	88-99	100-108
!	!	!	!	!	!
!	9.80	9.88	10.32	10.00	10.00
!	!	!	!	!	!
!	1	1	1	1	1
?	?	?	?	?	?
!	78	78	90	90	90
!	!	!	!	!	!
!	44	44	15	15	15
!	!	!	!	!	!
!	599	599	599	599	599
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	0.138	0.138	0.138	0.138	0.138
!	0.360	0.322	0.322	0.322	0.322
!	!	!	!	!	2.3
!	0.189	0.189	0.189	0.189	0.189
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	0.201	0.201	0.201	0.201	0.201
!	!	!	!	!	!
!	!	!	!	!	!
!	!	!	!	!	!
!	1.060	1.060	1.060	1.060	1.060
!	!	!	!	!	!
!	4950	4950	4950	4950	4950
!	!	!	!	!	!
!	!	!	!	!	!
!	0.010	0.010	0.010	0.010	0.010
!	5.109	5.109	5.109	5.109	5.109
!	18	18	18	18	18
!	58	58	58	58	58
!	0.7	0.7	0.7	0.7	0.7
!	0.010	0.010	0.010	0.010	0.010
!	7.229	7.229	7.229	7.229	7.229
!	!	!	!	!	!
!	!	!	!	!	!
!	12.5	12.5	12.5	11.7	12.5
!	7.0	7.0	7.0	7.0	7.0
!	!	!	!	!	!
!	!	!	!	!	!
?	?	?	?	?	?
!	!	!	!	!	!
!	!	!	!	!	!
?	?	?	?	?	?
!	!	!	!	!	!
!	!	!	!	!	!
