!	0-96	97-107	108
!	!	!	!
!	3.60	3.60	3.60
!	!	!	!
!	1	1	1
?	?	?	?
!	!	!	106
!	!	!	!
!	!	!	29
!	!	!	!
!	579	579	579
!	!	!	!
!	!	!	!
!	0.010	0.010	0.020
!	!	!	!
!	2.440	2.440	2.440
!	2.3	2.3	2.3
!	0.138	0.138	0.138
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.610	0.610	0.580
!	20.2	9.7	!
!	1.060	1.060	1.060
!	!	!	!
!	4275	4275	4275
!	!	!	!
!	!	!	!
!	0.374	0.374	0.374
!	5.210	5.210	5.210
!	!	!	!
!	!	!	!
!	0.5	0.5	0.5
!	0.010	0.010	0.010
!	5.210	5.210	5.210
!	!	!	!
!	!	!	!
!	!	!	!
!	7.0	7.0	7.0
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
