!	0-59	60-64	65-70	71-73	74-83	84-90	91-108
!	!	!	!	!	!	!	!
!	5.40	5.08	5.40	3.60	3.56	3.52	4.24
!	!	0.4	!	0.4	0.4	0.4	0.4
!	1	1	1	1	1	1	1
?	?	?	?	?	?	?	?
!	65	74	80	83	86	86	109
!	!	!	!	!	!	!	!
!	-1	-21	!	16	24	24	13
!	!	!	!	!	!	!	!
!	1780	1780	1780	1780	1780	1780	1780
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	0.019	!	!	0.012	0.008	0.008	0.009
!	0.414	0.414	0.414	0.414	0.414	0.414	0.414
!	10.697	10.697	10.697	10.697	10.697	10.697	10.697
!	!	!	!	!	!	!	0.2
!	0.170	0.170	0.170	0.170	0.170	0.170	0.170
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	4.141	4.141	4.141	4.141	4.141	4.141	4.141
!	49.6	47.5	45.4	43.3	42.2	41.2	40.1
!	1.060	1.060	1.060	1.060	1.060	1.060	1.060
!	!	!	!	!	!	!	!
!	2025	2025	2025	2025	2025	2025	2137
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	0.633	0.633	0.633	0.633	0.633	0.633	0.633
!	5.400	5.400	5.400	5.400	5.400	5.400	5.400
!	!	!	!	!	!	!	!
!	25	25	25	25	25	25	25
!	0.7	0.7	0.7	0.7	0.7	0.7	0.7
!	0.010	0.010	0.010	0.010	0.010	0.010	0.010
!	5.460	5.460	5.460	5.460	5.460	5.460	5.460
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
!	7.0	7.0	7.0	7.0	7.0	7.0	7.0
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!
