!	38	38	38	38	38	38	38	39	39	39	39	39	39	40
!	0-92	66-81	82-96	93-110	97-112	111-127	113-127	0-92	0-92	93-110	93-110	111-127	111-127	!
!	2.00	12.00	8.00	2.00	4.00	2.00	!	2.00	4.96	2.00	4.96	2.00	4.96	15.52
!	1.0	!	!	1.0	!	1.0	!	1.0	1.0	1.0	1.0	1.0	1.0	1.0
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	45	38	38	45	38	45	38	45	41	45	41	45	41	70
!	!	!	!	!	!	!	!	-1	!	-1	!	-1	!	15
!	21	!	!	21	!	21	!	21	21	21	21	21	21	36
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	5422	!	!	!	!	1844	5422	1844	6657	1844	5876
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.008	0.030	0.030	0.001	0.030	0.001	0.006	0.008	0.006	0.001	!	0.001	!	0.001
!	0.006	!	!	0.006	!	0.006	!	0.006	!	0.006	0.001	0.006	!	0.484
!	1.251	1.000	1.000	1.251	1.000	1.251	1.000	1.251	1.000	1.251	2.000	1.251	4.000	18.443
!	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
!	1.044	1.000	1.000	1.044	1.000	1.044	1.000	1.044	1.000	1.044	2.000	1.044	4.000	0.700
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.001
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.0
!	1.044	!	!	1.044	!	1.044	!	1.044	5.339	1.044	5.339	1.044	5.339	1.044
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	2299	!	!	!	!	!	!	2299	1149	!	2000	!	3375	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	5.127	!	!	5.127	!	5.127	!	5.127	5.127	5.127	5.127	5.127	5.127	4.286
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	5.127	!	!	5.127	!	5.127	!	5.127	5.127	5.127	5.127	5.127	5.127	4.286
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!	!	!	0
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	0	!	!	!	!	!	!	0	!	!	!	!	!	0
!	0	!	!	!	!	!	!	0	!	!	!	!	!	0
