!	41	43	45	47	48	50
!	!	!	!	!	!	!
!	2.00	1.60	1.20	0.80	0.40	0.80
!	-20.0	-15.0	-10.0	-5.0	!	5.0
!	!	!	!	!	!	!
?	?	?	?	?	?	?
!	47	46	45	47	45	43
!	-2	-3	-3	-5	-3	-4
!	0	0	0	0	0	0
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
48.279	!	!	!	!	!	!
96.0	0.0	0.0	0.0	0.0	0.0	0.0
48.279	32.767	32.767	32.767	32.767	32.767	32.767
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
1.000	!	!	!	!	!	!
!	!	!	!	!	!	!
1.000	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
!	!	!	!	!	!	!
?	?	?	?	?	?	?
!	!	!	!	!	!	!
!	!	!	!	!	!	!
?	?	?	?	?	?	?
!	!	!	!	!	!	!
!	!	!	!	!	!	!
