!	0-30	31-35	36-40	41-92
!	!	!	!	!
!	0.00	0.00	3.20	1.20
!	!	!	!	!
!	1	1	1	1
?	?	?	?	?
!	66	72	76	81
12	!	!	!	!
!	15	18	32	33
!	!	!	!	!
!	933	933	933	5127
!	!	!	!	!
!	!	!	!	!
!	0.001	0.001	0.001	0.001
!	0.001	0.001	0.001	0.001
19.996	!	!	!	!
!	100.0	100.0	100.0	100.0
!	0.258	0.258	0.258	0.258
!	!	!	!	!
165	!	!	!	!
!	!	!	!	!
!	0.001	0.001	0.001	0.001
!	0.032	0.032	0.032	!
0.500	!	!	!	0.001
!	100.0	100.0	100.0	0.0
!	0.486	0.486	0.486	1.044
!	!	!	!	!
!	2137	2137	2137	!
!	!	!	!	!
!	!	!	!	!
0.100	!	!	!	!
5.001	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
0.100	!	!	!	!
5.001	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
?	?	?	?	?
!	0	0	0	0
!	!	!	!	!
?	?	?	?	?
!	0	0	0	0
!	0	0	0	0
