!	0-59	60-80	81-127
!	!	!	!
!	9.76	5.20	5.20
!	10.0	10.0	10.0
!	1	1	1
?	?	?	?
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	5649	1000	2000
!	!	1.4	1.4
!	!	!	!
!	0.006	0.071	0.071
!	0.009	!	!
!	!	!	!
!	!	!	!
!	0.200	0.200	0.200
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	6.880	6.880
!	!	!	!
!	!	!	!
!	!	!	!
!	!	1966	1966
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	5.620	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	5.469	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	5.0	5.0	5.0
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
