!	0-47	48-54	55-127
!	!	!	!
!	!	!	!
!	!	!	!
!	1	1	1
?	?	?	?
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	300	500	1000
!	!	!	!
!	!	!	!
!	0.400	0.400	0.400
!	0.170	0.170	!
!	!	!	!
!	!	!	!
!	2.701	2.701	4.101
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	29.995	29.995	30.204
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	5.999	5.999	5.999
!	!	!	!
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	5.999	5.999	5.999
!	!	!	!
!	!	!	!
!	!	!	!
!	50.0	50.0	50.0
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
