!	0-69	70-84	85-111
!	!	!	!
!	6.80	6.80	6.80
!	!	!	!
!	1	1	1
?	?	?	?
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.001	0.001	0.001
!	0.400	0.400	0.400
!	0.001	0.001	0.001
!	4.999	4.999	4.999
!	96.0	96.0	96.0
!	4.999	4.999	4.999
!	!	!	!
!	!	!	!
!	0.001	0.001	0.001
!	0.001	0.001	0.001
!	0.001	0.001	0.001
!	0.001	0.001	0.001
!	!	!	!
!	9.998	9.998	9.998
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	!	!	!
!	!	!	!
!	!	!	!
!	32.0	32.0	32.0
!	32.0	32.0	32.0
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
