!	0-63	64-83	84-127
!	!	!	!
!	!	10.40	2.60
!	!	!	!
!	1	1	1
?	?	?	?
!	77	77	77
!	!	!	!
!	37	37	37
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.200	0.200	0.200
!	0.700	0.700	0.700
!	20.0	20.0	20.0
!	0.200	0.200	0.200
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	100.0	100.0	100.0
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.209	0.209	0.209
!	5.379	5.379	5.379
!	9	9	9
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	0.100	0.100	0.100
!	!	!	!
!	!	!	!
!	!	!	!
!	20.0	20.0	20.0
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
